AmbulanceR;BikeInjury;CrashID;CrashYear;SpeedLimit;TraffCntrl;Weather
No;B: Suspected Minor Injury;104150074;2014;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104150464;2014;5 - 15 MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104151218;2014;30 - 35  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104151498;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104151526;2014;40 - 45  MPH;Stop And Go Signal;Rain
No;B: Suspected Minor Injury;104151602;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104151801;2014;30 - 35  MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;104152453;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104153451;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104153494;2014;5 - 15 MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104156349;2014;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104156349;2014;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104156551;2014;30 - 35  MPH;Yield Sign;Clear
Yes;B: Suspected Minor Injury;104156615;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104158736;2014;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104158989;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104159200;2014;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104159500;2014;Unknown;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104159655;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104160135;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104160414;2014;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104160567;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104161058;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104162434;2014;30 - 35  MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;104162629;2014;40 - 45  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104163528;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104163779;2014;20 - 25  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104164029;2014;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104164458;2014;50 - 55  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104164723;2014;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104165317;2014;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104165687;2014;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104166077;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104166354;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104167389;2014;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104167469;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104167623;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104167781;2014;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104167869;2014;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;104170517;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104171305;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104171441;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104172570;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104172778;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104173200;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104174239;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104174299;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104174787;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104174966;2014;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104175406;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104175485;2014;20 - 25  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104176052;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104177613;2014;50 - 55  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104177824;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104178589;2014;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104178738;2014;40 - 45  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;104179601;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104179834;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104180202;2014;30 - 35  MPH;Yield Sign;Clear
Yes;B: Suspected Minor Injury;104180379;2014;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104180623;2014;30 - 35  MPH;No Control Present;Other
Yes;B: Suspected Minor Injury;104181591;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104182953;2014;30 - 35  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104183191;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104184273;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104184978;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104187532;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104188303;2014;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104188754;2014;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104189856;2014;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104189998;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104191004;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104191172;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104191422;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104191832;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104192705;2014;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;104194327;2014;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104196151;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104197667;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104197873;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104198163;2014;50 - 55  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104202175;2014;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104202724;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104206842;2014;30 - 35  MPH;Stop And Go Signal;Rain
No;B: Suspected Minor Injury;104206911;2014;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104209056;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104209769;2014;20 - 25  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104210484;2014;50 - 55  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104211403;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104212415;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104214842;2014;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;104215137;2014;50 - 55  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104215285;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104216170;2014;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104216424;2014;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104217022;2014;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104218323;2014;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104219251;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104220027;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104221128;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104226381;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104228225;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104228280;2014;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104228485;2014;20 - 25  MPH;Stop Sign;Cloudy
No;B: Suspected Minor Injury;104229541;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104230619;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104231021;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104231895;2014;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;104232494;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104236223;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104237605;2014;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104237607;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104238383;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104238411;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104239501;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104243555;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104244408;2014;50 - 55  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104244944;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104246001;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104247294;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104247587;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104247970;2014;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104248080;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104249194;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104249257;2014;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;104249646;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104250266;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104252504;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104254470;2014;Unknown;No Control Present;Clear
No;B: Suspected Minor Injury;104256302;2014;40 - 45  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104258803;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104260713;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104260816;2014;30 - 35  MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;104262633;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104266105;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104267957;2014;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104270405;2015;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104272016;2015;50 - 55  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104274128;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104274331;2015;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104275065;2014;40 - 45  MPH;Stop Sign;Rain
Yes;B: Suspected Minor Injury;104275160;2015;30 - 35  MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;104275438;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104276966;2014;30 - 35  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104279564;2015;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104281011;2015;40 - 45  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104281892;2015;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104285496;2015;40 - 45  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104288302;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104291631;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104293767;2015;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104294407;2015;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104295321;2015;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104300359;2015;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104301673;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104302645;2015;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104305845;2015;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104311038;2015;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104311519;2015;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104313661;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104319052;2015;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104319885;2015;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104321637;2015;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104321891;2015;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104322311;2015;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104325315;2015;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104325536;2015;30 - 35  MPH;No Control Present;Rain
No;B: Suspected Minor Injury;104327826;2015;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;104328567;2015;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104328973;2015;20 - 25  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104330400;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104331526;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104332612;2015;30 - 35  MPH;Warning Sign;Clear
Yes;B: Suspected Minor Injury;104335339;2014;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104336148;2015;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104336295;2015;20 - 25  MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;104337217;2015;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104337720;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104338646;2015;50 - 55  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104340348;2015;20 - 25  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104340364;2015;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104342261;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104342866;2015;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104343397;2015;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104343403;2015;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104343463;2015;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104346874;2015;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104348345;2015;20 - 25  MPH;Yield Sign;Clear
Yes;B: Suspected Minor Injury;104348356;2015;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104349361;2015;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104350208;2015;20 - 25  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104350263;2015;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104350957;2015;50 - 55  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104351148;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104351539;2015;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104352250;2014;20 - 25  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104352502;2015;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104353723;2015;20 - 25  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104353842;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104355889;2015;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104355919;2015;20 - 25  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104356494;2015;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104358778;2015;5 - 15 MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104359735;2015;30 - 35  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104359897;2015;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104360128;2015;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104361097;2015;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104361825;2015;Unknown;No Control Present;Clear
No;B: Suspected Minor Injury;104362079;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104362459;2015;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104363214;2015;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104364938;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104365196;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104365599;2015;30 - 35  MPH;Stop Sign;Cloudy
No;B: Suspected Minor Injury;104365785;2015;30 - 35  MPH;Stop Sign;Cloudy
No;B: Suspected Minor Injury;104365817;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104366039;2015;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104366139;2015;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104367640;2015;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104367863;2015;50 - 55  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104367879;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104368809;2015;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104368951;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104372482;2015;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104372596;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104373405;2015;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104373686;2015;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104374218;2015;5 - 15 MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104375468;2015;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104376417;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104377385;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104378018;2015;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104378494;2015;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104379567;2015;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104381844;2015;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104381991;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104383496;2015;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104386251;2015;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104388279;2015;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104390107;2015;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104390118;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104390265;2015;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104391323;2015;40 - 45  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104392073;2015;40 - 45  MPH;Double Yellow Line; No Passing Zone
